time,r_LVLH_C_x,r_LVLH_C_y,r_LVLH_C_z,v_LVLH_C_x,v_LVLH_C_y,v_LVLH_C_z,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
1.1500000000000001,1.4804555349072974,-0.19745122113507863,0.19617238857438432,-0.016989010358541428,0.002238439384172879,-0.0033285030909170543,30.042109889459,20.199143649826294,10.122535963124314,0.0,0.1,0.0
1.16,1.480285645341235,-0.19742883481910375,0.19613910353092018,-0.016988902853577934,0.0022388238103945197,-0.0033285056018414454,30.04247828831843,20.20087496199098,10.123602863264017,0.0,0.1,0.0
1.17,1.480115756850233,-0.19740644465887883,0.1961058184623489,-0.016988795346439746,0.0022392082341835128,-0.0033285081123397655,30.042846725626003,20.202606267717307,10.124669787128067,0.0,0.1,0.0
1.18,1.4799458694343135,-0.19738405065442818,0.1960725333686748,-0.016988687837126877,0.002239592655539809,-0.0033285106224120145,30.043215201383543,20.204337567004526,10.12573673471912,0.0,0.1,0.0
1.19,1.4797759830934978,-0.19736165280577614,0.1960392482499021,-0.016988580325639345,0.0022399770744633593,-0.003328513132058192,30.043583715592852,20.206068859851896,10.126803706039817,0.0,0.1,0.0
1.2,1.4796060978278078,-0.19733925111294703,0.19600596310603505,-0.01698847281197716,0.0022403614909541143,-0.003328515641278297,30.04395226825576,20.20780014625867,10.127870701092817,0.0,0.1,0.0
1.21,1.4794362136372654,-0.19731684557596518,0.19597267793707795,-0.016988365296140336,0.002240745905012025,-0.003328518150072331,30.044320859374064,20.209531426224103,10.128937719880772,0.0,0.1,0.0
1.22,1.4792663305218923,-0.1972944361948549,0.195939392743035,-0.01698825777812889,0.0022411303166370417,-0.003328520658440291,30.044689488949583,20.211262699747454,10.130004762406333,0.0,0.1,0.0
1.23,1.4790964484817102,-0.19727202296964055,0.19590610752391055,-0.016988150257942834,0.002241514725829116,-0.003328523166382179,30.045058156984123,20.212993966827977,10.131071828672152,0.0,0.1,0.0
1.24,1.4789265675167407,-0.19724960590034643,0.1958728222797088,-0.01698804273558218,0.0022418991325881977,-0.003328525673897994,30.04542686347951,20.214725227464935,10.132138918680884,0.0,0.1,0.0
1.25,1.4787566876270057,-0.1972271849869969,0.19583953701043402,-0.016987935211046943,0.0022422835369142386,-0.003328528180987735,30.04579560843755,20.216456481657584,10.133206032435183,0.0,0.1,0.0
1.26,1.4785868088125271,-0.19720476022961628,0.19580625171609048,-0.01698782768433714,0.0022426679388071885,-0.003328530687651403,30.04616439186006,20.218187729405166,10.134273169937693,0.0,0.1,0.0
1.27,1.4784169310733262,-0.19718233162822887,0.1957729663966824,-0.016987720155452777,0.002243052338266999,-0.0033285331938889963,30.046533213748848,20.21991897070695,10.135340331191072,0.0,0.1,0.0
1.28,1.4782470544094253,-0.19715989918285906,0.19573968105221412,-0.016987612624393876,0.002243436735293621,-0.003328535699700515,30.046902074105738,20.22165020556219,10.136407516197975,0.0,0.1,0.0
1.29,1.4780771788208455,-0.19713746289353112,0.19570639568268983,-0.016987505091160447,0.0022438211298870044,-0.003328538205085959,30.047270972932537,20.22338143397014,10.137474724961054,0.0,0.1,0.0
1.3,1.4779073043076092,-0.19711502276026943,0.19567311028811382,-0.0169873975557525,0.0022442055220471004,-0.003328540710045328,30.04763991023106,20.225112655930058,10.138541957482966,0.0,0.1,0.0
1.31,1.477737430869738,-0.1970925787830983,0.19563982486849033,-0.016987290018170058,0.00224458991177386,-0.0033285432145786216,30.048008886003128,20.226843871441194,10.13960921376636,0.0,0.1,0.0
1.32,1.4775675585072532,-0.19707013096204207,0.19560653942382367,-0.01698718247841313,0.002244974299067234,-0.0033285457186858396,30.04837790025056,20.22857508050281,10.14067649381389,0.0,0.1,0.0
1.33,1.4773976872201768,-0.19704767929712508,0.19557325395411804,-0.016987074936481727,0.002245358683927173,-0.0033285482223669813,30.04874695297515,20.23030628311416,10.14174379762821,0.0,0.1,0.0
1.34,1.4772278170085307,-0.19702522378837165,0.19553996845937774,-0.016986967392375863,0.0022457430663536276,-0.003328550725622047,30.049116044178742,20.2320374792745,10.14281112521198,0.0,0.1,0.0
1.35,1.4770579478723367,-0.1970027644358061,0.19550668293960702,-0.016986859846095555,0.0022461274463465492,-0.0033285532284510356,30.049485173863133,20.233768668983082,10.143878476567842,0.0,0.1,0.0
1.36,1.4768880798116162,-0.19698030123945284,0.19547339739481015,-0.01698675229764082,0.002246511823905888,-0.003328555730853947,30.049854342030148,20.235499852239165,10.144945851698461,0.0,0.1,0.0
1.37,1.476718212826391,-0.19695783419933613,0.19544011182499135,-0.016986644747011663,0.0022468961990315954,-0.0033285582328307817,30.050223548681604,20.237231029042,10.146013250606492,0.0,0.1,0.0
1.3800000000000001,1.4765483469166831,-0.1969353633154803,0.19540682623015496,-0.0169865371942081,0.0022472805717236215,-0.003328560734381538,30.050592793819302,20.23896219939085,10.147080673294585,0.0,0.1,0.0
